type,2018,2019,2020
human,9.41723754860211,9.44138768430182,9.28721848414644
bicycle,2.80472751959514,2.89221162185603,2.93498271233817
motorcycle,55.8583287045609,56.1230875975716,56.6518975878373
s_passenger_car,25.7179226069246,25.4266782307025,25.2014641122198
l_passenger_car,0.46673455532926,0.476392020815265,0.455777917749117
s_truck,4.65932234771339,4.56159583694709,4.39314765204086
l_truck,0.909862371165833,0.919618386816999,0.928721848414644
other,0.165864346108745,0.159028620988725,0.146789685253719
